,L1,L2,L3,L4,L5,M12,tb,mh1,mh2,mAh,mHm,h1bb,h1tt,h1tautau,h1VV,HBresult
119,0.162173,0.302106,0.12676500000000002,-0.348555,-0.19461199999999998,-70794.6,2.07321,124.941089,445.799129,438.996216,444.279239,1.18155167,0.952813429,1.18155167,0.995986253,1.0
120,0.162173,0.302106,0.12676500000000002,-0.348555,-0.19461199999999998,-72443.6,2.07321,125.07311,450.464165,443.76997,448.996826,1.17758665,0.95395477,1.17758665,0.996163801,1.0
121,0.162173,0.302106,0.12676500000000002,-0.348555,-0.19461199999999998,-74131.0,2.07321,125.202104,455.189984,448.602305,453.773503,1.17370256,0.955067774,1.17370256,0.996333638,1.0
122,0.162173,0.302106,0.12676500000000002,-0.348555,-0.19461199999999998,-75857.8,2.07321,125.328145,459.977472,453.494165,458.610207,1.16989787,0.956153212,1.16989787,0.996496097,1.0
123,0.162173,0.302106,0.12676500000000002,-0.348555,-0.19461199999999998,-77624.7,2.07321,125.451284,464.826637,458.445598,463.50699,1.16617174,0.957211636,1.16617174,0.996651468,1.0
124,0.162173,0.302106,0.12676500000000002,-0.348555,-0.19461199999999998,-79432.8,2.07321,125.571597,469.738542,463.457725,468.464969,1.1625225,0.95824382,1.1625225,0.996800063,1.0
125,0.162247,0.302142,0.126845,-0.347881,-0.19328,-66069.3,2.07321,124.714461,432.114474,424.924896,430.403853,1.19369236,0.949286217,1.19369236,0.995416253,1.0
126,0.162247,0.302142,0.126845,-0.347881,-0.19328,-67608.3,2.07321,124.855392,436.601355,429.52784,434.948818,1.18947965,0.950515698,1.18947965,0.995618557,1.0
127,0.162247,0.302142,0.126845,-0.347881,-0.19328,-69183.1,2.07321,124.993093,441.147169,434.187346,439.550862,1.18535197,0.951714615,1.18535197,0.995812114,1.0
128,0.162247,0.302142,0.126845,-0.347881,-0.19328,-70794.6,2.07321,125.127642,445.752674,438.904233,444.210801,1.18130784,0.952883768,1.18130784,0.995997294,1.0
